Date ,Open,Close,Label
2/4/2016,"1,911.67","1,915.45",1
2/3/2016,"1,907.07","1,912.53",1
2/2/2016,"1,935.26","1,903.03",0
2/1/2016,"1,936.94","1,939.38",1
1/29/2016,"1,894.00","1,940.24",1
1/28/2016,"1,885.22","1,893.36",1
1/27/2016,"1,902.52","1,882.95",0
1/26/2016,"1,878.79","1,903.63",1
1/25/2016,"1,906.28","1,877.08",0
1/22/2016,"1,877.40","1,906.90",1
1/21/2016,"1,861.46","1,868.99",1
1/20/2016,"1,876.18","1,859.33",0
1/19/2016,"1,888.66","1,881.33",0
1/15/2016,"1,916.68","1,880.33",0
1/14/2016,"1,891.68","1,921.84",1
1/13/2016,"1,940.34","1,890.28",0
1/12/2016,"1,927.83","1,938.68",1
1/11/2016,"1,926.12","1,923.67",0
1/8/2016,"1,945.97","1,922.03",0
1/7/2016,"1,985.32","1,943.09",0
1/6/2016,"2,011.71","1,990.26",0
1/5/2016,"2,013.78","2,016.71",1
1/4/2016,"2,038.20","2,012.66",0
12/31/2015,"2,060.59","2,043.94",0
12/30/2015,"2,077.34","2,063.36",0
12/29/2015,"2,060.54","2,078.36",1
12/28/2015,"2,057.77","2,056.50",0
12/24/2015,"2,063.52","2,060.99",0
12/23/2015,"2,042.20","2,064.29",1
12/22/2015,"2,023.15","2,038.97",1
12/21/2015,"2,010.27","2,021.15",1
12/18/2015,"2,040.81","2,005.55",0
12/17/2015,"2,073.76","2,041.89",0
12/16/2015,"2,046.50","2,073.07",1
12/15/2015,"2,025.55","2,043.41",1
12/14/2015,"2,013.37","2,021.94",1
12/11/2015,"2,047.27","2,012.37",0
12/10/2015,"2,047.93","2,052.23",1
12/9/2015,"2,061.17","2,047.62",0
12/8/2015,"2,073.39","2,063.59",0
12/7/2015,"2,090.42","2,077.07",0
12/4/2015,"2,051.24","2,091.69",1
12/3/2015,"2,080.71","2,049.62",0
12/2/2015,"2,101.71","2,079.51",0
12/1/2015,"2,082.93","2,102.63",1
11/30/2015,"2,090.95","2,080.41",0
11/27/2015,"2,088.82","2,090.11",1
11/25/2015,"2,089.30","2,088.87",0
11/24/2015,"2,084.42","2,089.14",1
11/23/2015,"2,089.41","2,086.59",0
11/20/2015,"2,082.82","2,089.17",1
11/19/2015,"2,083.70","2,081.24",0
11/18/2015,"2,051.99","2,083.58",1
11/17/2015,"2,053.67","2,050.44",0
11/16/2015,"2,022.08","2,053.19",1
11/13/2015,"2,044.64","2,023.04",0
11/12/2015,"2,072.29","2,045.97",0
11/11/2015,"2,083.41","2,075.00",0
11/10/2015,"2,077.19","2,081.72",1
11/9/2015,"2,096.56","2,078.58",0
11/6/2015,"2,098.60","2,099.20",1
11/5/2015,"2,101.68","2,099.93",0
11/4/2015,"2,110.60","2,102.31",0
11/3/2015,"2,102.63","2,109.79",1
11/2/2015,"2,080.76","2,104.05",1
10/30/2015,"2,090.00","2,079.36",0
10/29/2015,"2,088.35","2,089.41",1
10/28/2015,"2,066.48","2,090.35",1
10/27/2015,"2,068.75","2,065.89",0
10/26/2015,"2,075.08","2,071.18",0
10/23/2015,"2,058.19","2,075.15",1
10/22/2015,"2,021.88","2,052.51",1
10/21/2015,"2,033.47","2,018.94",0
10/20/2015,"2,033.13","2,030.77",0
10/19/2015,"2,031.73","2,033.66",1
10/16/2015,"2,024.37","2,033.11",1
10/15/2015,"1,996.47","2,023.86",1
10/14/2015,"2,003.66","1,994.24",0
10/13/2015,"2,015.00","2,003.69",0
10/12/2015,"2,015.65","2,017.46",1
10/9/2015,"2,013.73","2,014.89",1
10/8/2015,"1,994.01","2,013.43",1
10/7/2015,"1,982.34","1,995.83",1
10/6/2015,"1,986.63","1,979.92",0
10/5/2015,"1,954.33","1,987.05",1
10/2/2015,"1,921.77","1,951.36",1
10/1/2015,"1,919.65","1,923.82",1
9/30/2015,"1,887.14","1,920.03",1
9/29/2015,"1,881.90","1,884.09",1
9/28/2015,"1,929.18","1,881.77",0
9/25/2015,"1,935.93","1,931.34",0
9/24/2015,"1,934.81","1,932.24",0
9/23/2015,"1,943.24","1,938.76",0
9/22/2015,"1,961.39","1,942.74",0
9/21/2015,"1,960.84","1,966.97",1
9/18/2015,"1,989.66","1,958.03",0
9/17/2015,"1,995.33","1,990.20",0
9/16/2015,"1,978.02","1,995.31",1
9/15/2015,"1,955.10","1,978.09",1
9/14/2015,"1,963.06","1,953.03",0
9/11/2015,"1,951.45","1,961.05",1
9/10/2015,"1,941.59","1,952.29",1
9/9/2015,"1,971.45","1,942.04",0
9/8/2015,"1,927.30","1,969.41",1
9/4/2015,"1,947.76","1,921.22",0
9/3/2015,"1,950.79","1,951.13",1
9/2/2015,"1,916.52","1,948.86",1
9/1/2015,"1,970.09","1,913.85",0
8/31/2015,"1,986.73","1,972.18",0
8/28/2015,"1,986.06","1,988.87",1
8/27/2015,"1,942.77","1,987.66",1
8/26/2015,"1,872.75","1,940.51",1
8/25/2015,"1,898.08","1,867.61",0
8/24/2015,"1,965.15","1,893.21",0
8/21/2015,"2,034.08","1,970.89",0
8/20/2015,"2,076.61","2,035.73",0
8/19/2015,"2,095.69","2,079.61",0
8/18/2015,"2,101.99","2,096.92",0
8/17/2015,"2,089.70","2,102.44",1
8/14/2015,"2,083.15","2,091.54",1
8/13/2015,"2,086.19","2,083.39",0
8/12/2015,"2,081.10","2,086.05",1
8/11/2015,"2,102.66","2,084.07",0
8/10/2015,"2,080.98","2,104.18",1
8/7/2015,"2,082.61","2,077.57",0
8/6/2015,"2,100.75","2,083.56",0
8/5/2015,"2,095.27","2,099.84",1
8/4/2015,"2,097.68","2,093.32",0
8/3/2015,"2,104.49","2,098.04",0
7/31/2015,"2,111.60","2,103.84",0
7/30/2015,"2,106.78","2,108.63",1
7/29/2015,"2,094.70","2,108.57",1
7/28/2015,"2,070.75","2,093.25",1
7/27/2015,"2,078.19","2,067.64",0
7/24/2015,"2,102.24","2,079.65",0
7/23/2015,"2,114.16","2,102.15",0
7/22/2015,"2,118.21","2,114.15",0
7/21/2015,"2,127.55","2,119.21",0
7/20/2015,"2,126.85","2,128.28",1
7/17/2015,"2,126.80","2,126.64",0
7/16/2015,"2,110.55","2,124.29",1
7/15/2015,"2,109.01","2,107.40",0
7/14/2015,"2,099.72","2,108.95",1
7/13/2015,"2,080.03","2,099.60",1
7/10/2015,"2,052.74","2,076.62",1
7/9/2015,"2,049.73","2,051.31",1
7/8/2015,"2,077.66","2,046.68",0
7/7/2015,"2,069.52","2,081.34",1
7/6/2015,"2,073.95","2,068.76",0
7/2/2015,"2,078.03","2,076.78",0
7/1/2015,"2,067.00","2,077.42",1
6/30/2015,"2,061.19","2,063.11",1
6/29/2015,"2,098.63","2,057.64",0
6/26/2015,"2,102.62","2,101.49",0
6/25/2015,"2,109.96","2,102.31",0
6/24/2015,"2,123.65","2,108.58",0
6/23/2015,"2,123.16","2,124.20",1
6/22/2015,"2,112.50","2,122.85",1
6/19/2015,"2,121.06","2,109.99",0
6/18/2015,"2,101.58","2,121.24",1
6/17/2015,"2,097.40","2,100.44",1
6/16/2015,"2,084.26","2,096.29",1
6/15/2015,"2,091.34","2,084.43",0
6/12/2015,"2,107.43","2,094.11",0
6/11/2015,"2,106.24","2,108.86",1
6/10/2015,"2,081.12","2,105.20",1
6/9/2015,"2,079.07","2,080.15",1
6/8/2015,"2,092.34","2,079.28",0
6/5/2015,"2,095.09","2,092.83",0
6/4/2015,"2,112.35","2,095.84",0
6/3/2015,"2,110.64","2,114.07",1
6/2/2015,"2,110.41","2,109.60",0
6/1/2015,"2,108.64","2,111.73",1
5/29/2015,"2,120.66","2,107.39",0
5/28/2015,"2,122.27","2,120.79",0
5/27/2015,"2,105.13","2,123.48",1
5/26/2015,"2,125.34","2,104.20",0
5/22/2015,"2,130.36","2,126.06",0
5/21/2015,"2,125.55","2,130.82",1
5/20/2015,"2,127.79","2,125.85",0
5/19/2015,"2,129.45","2,127.83",0
5/18/2015,"2,121.30","2,129.20",1
5/15/2015,"2,122.07","2,122.73",1
5/14/2015,"2,100.43","2,121.10",1
5/13/2015,"2,099.62","2,098.48",0
5/12/2015,"2,102.87","2,099.12",0
5/11/2015,"2,115.56","2,105.33",0
5/8/2015,"2,092.13","2,116.10",1
5/7/2015,"2,079.96","2,088.00",1
5/6/2015,"2,091.26","2,080.15",0
5/5/2015,"2,112.63","2,089.46",0
5/4/2015,"2,110.23","2,114.49",1
5/1/2015,"2,087.38","2,108.29",1
4/30/2015,"2,105.52","2,085.51",0
4/29/2015,"2,112.49","2,106.85",0
4/28/2015,"2,108.35","2,114.76",1
4/27/2015,"2,119.29","2,108.92",0
4/24/2015,"2,112.80","2,117.69",1
4/23/2015,"2,107.21","2,112.93",1
4/22/2015,"2,098.27","2,107.96",1
4/21/2015,"2,102.82","2,097.29",0
4/20/2015,"2,084.11","2,100.40",1
4/17/2015,"2,102.58","2,081.18",0
4/16/2015,"2,105.96","2,104.99",0
4/15/2015,"2,097.82","2,106.63",1
4/14/2015,"2,092.28","2,095.84",1
4/13/2015,"2,102.03","2,092.43",0
4/10/2015,"2,091.51","2,102.06",1
4/9/2015,"2,081.29","2,091.18",1
4/8/2015,"2,076.94","2,081.90",1
4/7/2015,"2,080.79","2,076.33",0
4/6/2015,"2,064.87","2,080.62",1
4/2/2015,"2,060.03","2,066.96",1
4/1/2015,"2,067.63","2,059.69",0
3/31/2015,"2,084.05","2,067.89",0
3/30/2015,"2,064.11","2,086.24",1
3/27/2015,"2,055.78","2,061.02",1
3/26/2015,"2,059.94","2,056.15",0
3/25/2015,"2,093.10","2,061.05",0
3/24/2015,"2,103.94","2,091.50",0
3/23/2015,"2,107.99","2,104.42",0
3/20/2015,"2,090.32","2,108.10",1
3/19/2015,"2,098.69","2,089.27",0
3/18/2015,"2,072.84","2,099.50",1
3/17/2015,"2,080.59","2,074.28",0
3/16/2015,"2,055.35","2,081.19",1
3/13/2015,"2,064.56","2,053.40",0
3/12/2015,"2,041.10","2,065.95",1
3/11/2015,"2,044.69","2,040.24",0
3/10/2015,"2,076.14","2,044.16",0
3/9/2015,"2,072.25","2,079.43",1
3/6/2015,"2,100.91","2,071.26",0
3/5/2015,"2,098.54","2,101.04",1
3/4/2015,"2,107.72","2,098.53",0
3/3/2015,"2,115.76","2,107.78",0
3/2/2015,"2,105.23","2,117.39",1
2/27/2015,"2,110.88","2,104.50",0
2/26/2015,"2,113.91","2,110.74",0
2/25/2015,"2,115.30","2,113.86",0
2/24/2015,"2,109.10","2,115.48",1
2/23/2015,"2,109.83","2,109.66",0
2/20/2015,"2,097.65","2,110.30",1
2/19/2015,"2,099.25","2,097.45",0
2/18/2015,"2,099.16","2,099.68",1
2/17/2015,"2,096.47","2,100.34",1
2/13/2015,"2,088.78","2,096.99",1
2/12/2015,"2,069.98","2,088.48",1
2/11/2015,"2,068.55","2,068.53",0
2/10/2015,"2,049.38","2,068.59",1
2/9/2015,"2,053.47","2,046.74",0
2/6/2015,"2,062.28","2,055.47",0
2/5/2015,"2,043.45","2,062.52",1
2/4/2015,"2,048.86","2,041.51",0
2/3/2015,"2,022.71","2,050.03",1
2/2/2015,"1,996.67","2,020.85",1
1/30/2015,"2,019.35","1,994.99",0
1/29/2015,"2,002.45","2,021.25",1
1/28/2015,"2,032.34","2,002.16",0
1/27/2015,"2,047.86","2,029.55",0
1/26/2015,"2,050.42","2,057.09",1
1/23/2015,"2,062.98","2,051.82",0
1/22/2015,"2,034.30","2,063.15",1
1/21/2015,"2,020.19","2,032.12",1
1/20/2015,"2,020.76","2,022.55",1
1/16/2015,"1,992.25","2,019.42",1
1/15/2015,"2,013.75","1,992.67",0
1/14/2015,"2,018.40","2,011.27",0
1/13/2015,"2,031.58","2,023.03",0
1/12/2015,"2,046.13","2,028.26",0
1/9/2015,"2,063.45","2,044.81",0
1/8/2015,"2,030.61","2,062.14",1
1/7/2015,"2,005.55","2,025.90",1
1/6/2015,"2,022.15","2,002.61",0
1/5/2015,"2,054.44","2,020.58",0
1/2/2015,"2,058.90","2,058.20",0
12/31/2014,"2,082.11","2,058.90",0
12/30/2014,"2,088.49","2,080.35",0
12/29/2014,"2,087.63","2,090.57",1
12/26/2014,"2,084.30","2,088.77",1
12/24/2014,"2,083.25","2,081.88",0
12/23/2014,"2,081.48","2,082.17",1
12/22/2014,"2,069.28","2,078.54",1
12/19/2014,"2,061.04","2,070.65",1
12/18/2014,"2,018.98","2,061.23",1
12/17/2014,"1,973.77","2,012.89",1
12/16/2014,"1,986.71","1,972.74",0
12/15/2014,"2,005.03","1,989.63",0
12/12/2014,"2,030.36","2,002.33",0
12/11/2014,"2,027.92","2,035.33",1
12/10/2014,"2,058.86","2,026.14",0
12/9/2014,"2,056.55","2,059.82",1
12/8/2014,"2,074.84","2,060.31",0
12/5/2014,"2,072.78","2,075.37",1
12/4/2014,"2,073.64","2,071.92",0
12/3/2014,"2,067.45","2,074.33",1
12/2/2014,"2,053.77","2,066.55",1
12/1/2014,"2,065.78","2,053.44",0
11/28/2014,"2,074.78","2,067.56",0
11/26/2014,"2,067.36","2,072.83",1
11/25/2014,"2,070.15","2,067.03",0
11/24/2014,"2,065.07","2,069.41",1
11/21/2014,"2,057.46","2,063.50",1
11/20/2014,"2,045.87","2,052.75",1
11/19/2014,"2,051.16","2,048.72",0
11/18/2014,"2,041.48","2,051.80",1
11/17/2014,"2,038.29","2,041.32",1
11/14/2014,"2,039.74","2,039.82",1
11/13/2014,"2,039.21","2,039.33",1
11/12/2014,"2,037.75","2,038.25",1
11/11/2014,"2,038.20","2,039.68",1
11/10/2014,"2,032.01","2,038.26",1
11/7/2014,"2,032.36","2,031.92",0
11/6/2014,"2,023.33","2,031.21",1
11/5/2014,"2,015.29","2,023.57",1
11/4/2014,"2,015.81","2,012.10",0
11/3/2014,"2,018.21","2,017.81",0
10/31/2014,"2,001.20","2,018.05",1
10/30/2014,"1,979.49","1,994.65",1
10/29/2014,"1,983.29","1,982.30",0
10/28/2014,"1,964.14","1,985.05",1
10/27/2014,"1,962.97","1,961.63",0
10/24/2014,"1,951.59","1,964.58",1
10/23/2014,"1,931.02","1,950.82",1
10/22/2014,"1,941.29","1,927.11",0
10/21/2014,"1,909.38","1,941.28",1
10/20/2014,"1,885.62","1,904.01",1
10/17/2014,"1,864.91","1,886.76",1
10/16/2014,"1,855.95","1,862.76",1
10/15/2014,"1,874.18","1,862.49",0
10/14/2014,"1,877.11","1,877.70",1
10/13/2014,"1,905.65","1,874.74",0
10/10/2014,"1,925.63","1,906.13",0
10/9/2014,"1,967.68","1,928.21",0
10/8/2014,"1,935.55","1,968.89",1
10/7/2014,"1,962.36","1,935.10",0
10/6/2014,"1,970.01","1,964.82",0
10/3/2014,"1,948.12","1,967.90",1
10/2/2014,"1,945.83","1,946.17",1
10/1/2014,"1,971.44","1,946.16",0
9/30/2014,"1,978.21","1,972.29",0
9/29/2014,"1,978.96","1,977.80",0
9/26/2014,"1,966.22","1,982.85",1
9/25/2014,"1,997.32","1,965.99",0
9/24/2014,"1,983.34","1,998.30",1
9/23/2014,"1,992.78","1,982.77",0
9/22/2014,"2,009.08","1,994.29",0
9/19/2014,"2,012.74","2,010.40",0
9/18/2014,"2,003.07","2,011.36",1
9/17/2014,"1,999.30","2,001.57",1
9/16/2014,"1,981.93","1,998.98",1
9/15/2014,"1,986.04","1,984.13",0
9/12/2014,"1,996.74","1,985.54",0
9/11/2014,"1,992.85","1,997.45",1
9/10/2014,"1,988.41","1,995.69",1
9/9/2014,"2,000.73","1,988.44",0
9/8/2014,"2,007.17","2,001.54",0
9/5/2014,"1,998.00","2,007.71",1
9/4/2014,"2,001.67","1,997.65",0
9/3/2014,"2,003.57","2,000.72",0
9/2/2014,"2,004.07","2,002.28",0
8/29/2014,"1,998.45","2,003.37",1
8/28/2014,"1,997.42","1,996.74",0
8/27/2014,"2,000.54","2,000.12",0
8/26/2014,"1,998.59","2,000.02",1
8/25/2014,"1,991.74","1,997.92",1
8/22/2014,"1,992.60","1,988.40",0
8/21/2014,"1,986.82","1,992.37",1
8/20/2014,"1,980.46","1,986.51",1
8/19/2014,"1,972.73","1,981.60",1
8/18/2014,"1,958.36","1,971.74",1
8/15/2014,"1,958.87","1,955.06",0
8/14/2014,"1,947.41","1,955.18",1
8/13/2014,"1,935.60","1,946.72",1
8/12/2014,"1,935.73","1,933.75",0
8/11/2014,"1,933.43","1,936.92",1
8/8/2014,"1,910.35","1,931.59",1
8/7/2014,"1,923.03","1,909.57",0
8/6/2014,"1,917.29","1,920.24",1
8/5/2014,"1,936.34","1,920.21",0
8/4/2014,"1,926.62","1,938.99",1
8/1/2014,"1,929.80","1,925.15",0
7/31/2014,"1,965.14","1,930.67",0
7/30/2014,"1,973.21","1,970.07",0
7/29/2014,"1,980.03","1,969.95",0
7/28/2014,"1,978.25","1,978.91",1
7/25/2014,"1,984.60","1,978.34",0
7/24/2014,"1,988.07","1,987.98",0
7/23/2014,"1,985.32","1,987.01",1
7/22/2014,"1,975.65","1,983.53",1
7/21/2014,"1,976.93","1,973.63",0
7/18/2014,"1,961.54","1,978.22",1
7/17/2014,"1,979.75","1,958.12",0
7/16/2014,"1,976.35","1,981.57",1
7/15/2014,"1,977.36","1,973.28",0
7/14/2014,"1,969.86","1,977.10",1
7/11/2014,"1,965.76","1,967.57",1
7/10/2014,"1,966.67","1,964.68",0
7/9/2014,"1,965.10","1,972.83",1
7/8/2014,"1,976.39","1,963.71",0
7/7/2014,"1,984.22","1,977.65",0
7/3/2014,"1,975.88","1,985.44",1
7/2/2014,"1,973.06","1,974.62",1
7/1/2014,"1,962.29","1,973.32",1
6/30/2014,"1,960.79","1,960.23",0
6/27/2014,"1,956.56","1,960.96",1
6/26/2014,"1,959.89","1,957.22",0
6/25/2014,"1,949.27","1,959.53",1
6/24/2014,"1,961.97","1,949.98",0
6/23/2014,"1,962.92","1,962.61",0
6/20/2014,"1,960.45","1,962.87",1
6/19/2014,"1,957.50","1,959.48",1
6/18/2014,"1,942.73","1,956.98",1
6/17/2014,"1,937.15","1,941.99",1
6/16/2014,"1,934.84","1,937.78",1
6/13/2014,"1,930.80","1,936.16",1
6/12/2014,"1,943.35","1,930.11",0
6/11/2014,"1,949.37","1,943.89",0
6/10/2014,"1,950.34","1,950.79",1
6/9/2014,"1,948.97","1,951.27",1
6/6/2014,"1,942.41","1,949.44",1
6/5/2014,"1,928.52","1,940.46",1
6/4/2014,"1,923.06","1,927.88",1
6/3/2014,"1,923.07","1,924.24",1
6/2/2014,"1,923.87","1,924.97",1
5/30/2014,"1,920.33","1,923.57",1
5/29/2014,"1,910.60","1,920.03",1
5/28/2014,"1,911.77","1,909.78",0
5/27/2014,"1,902.01","1,911.91",1
5/23/2014,"1,893.32","1,900.53",1
5/22/2014,"1,888.19","1,892.49",1
5/21/2014,"1,873.34","1,888.03",1
5/20/2014,"1,884.88","1,872.83",0
5/19/2014,"1,876.66","1,885.08",1
5/16/2014,"1,871.19","1,877.86",1
5/15/2014,"1,888.16","1,870.85",0
5/14/2014,"1,897.13","1,888.53",0
5/13/2014,"1,896.75","1,897.45",1
5/12/2014,"1,880.03","1,896.65",1
5/9/2014,"1,875.27","1,878.48",1
5/8/2014,"1,877.39","1,875.63",0
5/7/2014,"1,868.53","1,878.21",1
5/6/2014,"1,883.69","1,867.72",0
5/5/2014,"1,879.45","1,884.66",1
5/2/2014,"1,885.30","1,881.14",0
5/1/2014,"1,884.39","1,883.68",0
4/30/2014,"1,877.10","1,883.95",1
4/29/2014,"1,870.78","1,878.33",1
4/28/2014,"1,865.00","1,869.43",1
4/25/2014,"1,877.72","1,863.40",0
4/24/2014,"1,881.97","1,878.61",0
4/23/2014,"1,879.32","1,875.39",0
4/22/2014,"1,872.57","1,879.55",1
4/21/2014,"1,865.79","1,871.89",1
4/17/2014,"1,861.73","1,864.85",1
4/16/2014,"1,846.01","1,862.31",1
4/15/2014,"1,831.45","1,842.98",1
4/14/2014,"1,818.18","1,830.61",1
4/11/2014,"1,830.65","1,815.69",0
4/10/2014,"1,872.28","1,833.08",0
4/9/2014,"1,852.64","1,872.18",1
4/8/2014,"1,845.48","1,851.96",1
4/7/2014,"1,863.92","1,845.04",0
4/4/2014,"1,890.25","1,865.09",0
4/3/2014,"1,891.43","1,888.77",0
4/2/2014,"1,886.61","1,890.90",1
4/1/2014,"1,873.96","1,885.52",1
3/31/2014,"1,859.16","1,872.34",1
3/28/2014,"1,850.07","1,857.62",1
3/27/2014,"1,852.11","1,849.04",0
3/26/2014,"1,867.09","1,852.56",0
3/25/2014,"1,859.48","1,865.62",1
3/24/2014,"1,867.67","1,857.44",0
3/21/2014,"1,874.53","1,866.52",0
3/20/2014,"1,860.09","1,872.01",1
3/19/2014,"1,872.25","1,860.77",0
3/18/2014,"1,858.92","1,872.25",1
3/17/2014,"1,842.81","1,858.83",1
3/14/2014,"1,845.07","1,841.13",0
3/13/2014,"1,869.06","1,846.34",0
3/12/2014,"1,866.15","1,868.20",1
3/11/2014,"1,878.26","1,867.63",0
3/10/2014,"1,877.86","1,877.17",0
3/7/2014,"1,878.52","1,878.04",0
3/6/2014,"1,874.18","1,877.03",1
3/5/2014,"1,874.05","1,873.81",0
3/4/2014,"1,849.23","1,873.91",1
3/3/2014,"1,857.68","1,845.73",0
2/28/2014,"1,855.12","1,859.45",1
2/27/2014,"1,844.90","1,854.29",1
2/26/2014,"1,845.79","1,845.16",0
2/25/2014,"1,847.66","1,845.12",0
2/24/2014,"1,836.78","1,847.61",1
2/21/2014,"1,841.07","1,836.25",0
2/20/2014,"1,829.24","1,839.78",1
2/19/2014,"1,838.90","1,828.75",0
2/18/2014,"1,839.03","1,840.76",1
2/14/2014,"1,828.46","1,838.63",1
2/13/2014,"1,814.82","1,829.83",1
2/12/2014,"1,820.12","1,819.26",0
2/11/2014,"1,800.45","1,819.75",1
2/10/2014,"1,796.20","1,799.84",1
2/7/2014,"1,776.01","1,797.02",1
2/6/2014,"1,752.99","1,773.43",1
2/5/2014,"1,753.38","1,751.64",0
2/4/2014,"1,743.82","1,755.20",1
2/3/2014,"1,782.68","1,741.89",0
1/31/2014,"1,790.88","1,782.59",0
1/30/2014,"1,777.17","1,794.19",1
1/29/2014,"1,790.15","1,774.20",0
1/28/2014,"1,783.00","1,792.50",1
1/27/2014,"1,791.03","1,781.56",0
1/24/2014,"1,826.96","1,790.29",0
1/23/2014,"1,842.29","1,828.46",0
1/22/2014,"1,844.71","1,844.86",1
1/21/2014,"1,841.05","1,843.80",1
1/17/2014,"1,844.23","1,838.70",0
1/16/2014,"1,847.99","1,845.89",0
1/15/2014,"1,840.52","1,848.38",1
1/14/2014,"1,821.36","1,838.88",1
1/13/2014,"1,841.26","1,819.20",0
1/10/2014,"1,840.06","1,842.37",1
1/9/2014,"1,839.00","1,838.13",0
1/8/2014,"1,837.90","1,837.49",0
1/7/2014,"1,828.71","1,837.88",1
1/6/2014,"1,832.31","1,826.77",0
1/3/2014,"1,833.21","1,831.37",0
1/2/2014,"1,845.86","1,831.98",0
12/31/2013,"1,842.61","1,848.36",1
12/30/2013,"1,841.47","1,841.07",0
12/27/2013,"1,842.97","1,841.40",0
12/26/2013,"1,834.96","1,842.02",1
12/24/2013,"1,828.02","1,833.32",1
